"gene","trans","speciesMatch","chr","five_prime_UTR","three_prime_UTR","evalue","bitScore","rawValue","percentMatch","other","proteinMatch"
"Zm00001d011700","Zm00001d011700_T008","sorghum","8","159172469","159180776",0,3751,2514,93.715,2356,"KXG33226"
"Zm00001d011700","Zm00001d011700_T008","sorghum","8","159172469","159180776",0,3712,2514,93.477,2350,"OQU87406"
"Zm00001d011700","Zm00001d011700_T008","sorghum","8","159172469","159180776",0,3712,2514,93.477,2350,"OQU87405"
"Zm00001d011700","Zm00001d011700_T008","sorghum","8","159172469","159180776",0,3712,2514,93.477,2350,"OQU87404"
"Zm00001d011700","Zm00001d011700_T008","setaria","8","159172469","159180776",0,2948,2511,88.132,2213,"KQL06660"
"Zm00001d011700","Zm00001d011700_T008","brachypodium","8","159172469","159180776",0,1923,2553,80.689,2060,"KQK09428"
"Zm00001d011700","Zm00001d011700_T008","brachypodium","8","159172469","159180776",0,1923,2553,80.689,2060,"KQK09427"
"Zm00001d011700","Zm00001d011700_T008","brachypodium","8","159172469","159180776",0,1923,2553,80.689,2060,"PNT72693"
"Zm00001d011700","Zm00001d011700_T008","brachypodium","8","159172469","159180776",0,1921,2546,80.715,2055,"KQK09429"
"Zm00001d011700","Zm00001d011700_T008","rice","8","159172469","159180776",0,1820,2130,82.3,1753,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T008","rice","8","159172469","159180776",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2817,1848,94.21,1741,"KXG33225"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2817,1848,94.21,1741,"KXG33228"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2817,1848,94.21,1741,"KXG33227"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2817,1848,94.21,1741,"KXG33226"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2778,1848,93.885,1735,"OQU87406"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2778,1848,93.885,1735,"OQU87405"
"Zm00001d011700","Zm00001d011700_T010","sorghum","8","159172521","159180656",0,2778,1848,93.885,1735,"OQU87404"
"Zm00001d011700","Zm00001d011700_T010","setaria","8","159172521","159180656",0,2416,1847,90.363,1669,"KQL06660"
"Zm00001d011700","Zm00001d011700_T010","rice","8","159172521","159180656",0,1685,1854,83.225,1543,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T010","brachypodium","8","159172521","159180656",0,1642,1859,82.84,1540,"KQK09429"
"Zm00001d011700","Zm00001d011700_T010","brachypodium","8","159172521","159180656",0,1642,1859,82.84,1540,"KQK09428"
"Zm00001d011700","Zm00001d011700_T010","brachypodium","8","159172521","159180656",0,1642,1859,82.84,1540,"KQK09427"
"Zm00001d011700","Zm00001d011700_T010","brachypodium","8","159172521","159180656",0,1642,1859,82.84,1540,"PNT72693"
"Zm00001d011700","Zm00001d011700_T010","rice","8","159172521","159180656",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3751,2514,93.715,2356,"KXG33225"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3751,2514,93.715,2356,"KXG33228"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3751,2514,93.715,2356,"KXG33227"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3751,2514,93.715,2356,"KXG33226"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3712,2514,93.477,2350,"OQU87406"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3712,2514,93.477,2350,"OQU87405"
"Zm00001d011700","Zm00001d011700_T015","sorghum","8","159172579","159180481",0,3712,2514,93.477,2350,"OQU87404"
"Zm00001d011700","Zm00001d011700_T015","setaria","8","159172579","159180481",0,2948,2511,88.132,2213,"KQL06660"
"Zm00001d011700","Zm00001d011700_T015","brachypodium","8","159172579","159180481",0,1923,2553,80.689,2060,"KQK09428"
"Zm00001d011700","Zm00001d011700_T015","brachypodium","8","159172579","159180481",0,1923,2553,80.689,2060,"KQK09427"
"Zm00001d011700","Zm00001d011700_T015","brachypodium","8","159172579","159180481",0,1923,2553,80.689,2060,"PNT72693"
"Zm00001d011700","Zm00001d011700_T015","brachypodium","8","159172579","159180481",0,1921,2546,80.715,2055,"KQK09429"
"Zm00001d011700","Zm00001d011700_T015","rice","8","159172579","159180481",0,1820,2130,82.3,1753,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T015","rice","8","159172579","159180481",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,4294,2976,92.944,2766,"OQU87406"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,4266,2982,92.757,2766,"KXG33227"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,3980,2731,93.189,2545,"OQU87405"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,3952,2737,92.985,2545,"KXG33228"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,3790,2547,93.64,2385,"OQU87404"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",6.83e-85,318,247,90.283,223,"OQU87404"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,3762,2553,93.42,2385,"KXG33225"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",0,3762,2553,93.42,2385,"KXG33226"
"Zm00001d011700","Zm00001d011700_T014","sorghum","8","159172552","159180776",6.83e-85,318,247,90.283,223,"KXG33226"
"Zm00001d011700","Zm00001d011700_T014","setaria","8","159172552","159180776",0,2909,2511,87.893,2207,"KQL06660"
"Zm00001d011700","Zm00001d011700_T014","setaria","8","159172552","159180776",1.18e-62,244,237,85.654,203,"KQL06660"
"Zm00001d011700","Zm00001d011700_T014","brachypodium","8","159172552","159180776",0,1895,2553,80.533,2056,"KQK09428"
"Zm00001d011700","Zm00001d011700_T014","brachypodium","8","159172552","159180776",0,1895,2553,80.533,2056,"KQK09427"
"Zm00001d011700","Zm00001d011700_T014","brachypodium","8","159172552","159180776",0,1895,2553,80.533,2056,"PNT72693"
"Zm00001d011700","Zm00001d011700_T014","brachypodium","8","159172552","159180776",0,1893,2546,80.558,2051,"KQK09429"
"Zm00001d011700","Zm00001d011700_T014","rice","8","159172552","159180776",0,1786,2130,82.066,1748,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T014","rice","8","159172552","159180776",0,1177,1392,82.184,1144,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,4169,2835,93.369,2647,"KXG33228"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,4130,2835,93.157,2641,"OQU87405"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,4048,2722,93.644,2549,"KXG33227"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,4010,2722,93.424,2543,"OQU87406"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,3801,2553,93.655,2391,"KXG33225"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,3801,2553,93.655,2391,"KXG33226"
"Zm00001d011700","Zm00001d011700_T011","sorghum","8","159172522","159180703",0,3762,2553,93.42,2385,"OQU87404"
"Zm00001d011700","Zm00001d011700_T011","setaria","8","159172522","159180703",0,2948,2511,88.132,2213,"KQL06660"
"Zm00001d011700","Zm00001d011700_T011","brachypodium","8","159172522","159180703",0,1923,2553,80.689,2060,"KQK09428"
"Zm00001d011700","Zm00001d011700_T011","brachypodium","8","159172522","159180703",0,1923,2553,80.689,2060,"KQK09427"
"Zm00001d011700","Zm00001d011700_T011","brachypodium","8","159172522","159180703",0,1923,2553,80.689,2060,"PNT72693"
"Zm00001d011700","Zm00001d011700_T011","brachypodium","8","159172522","159180703",0,1921,2546,80.715,2055,"KQK09429"
"Zm00001d011700","Zm00001d011700_T011","rice","8","159172522","159180703",0,1820,2130,82.3,1753,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T011","rice","8","159172522","159180703",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,4362,2967,93.36,2770,"KXG33227"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,4324,2967,93.158,2764,"OQU87406"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,4048,2722,93.644,2549,"KXG33228"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,4010,2722,93.424,2543,"OQU87405"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,3801,2553,93.655,2391,"KXG33225"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,3801,2553,93.655,2391,"KXG33226"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",6.81e-85,318,247,90.283,223,"KXG33226"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",0,3762,2553,93.42,2385,"OQU87404"
"Zm00001d011700","Zm00001d011700_T002","sorghum","8","159172370","159181013",6.81e-85,318,247,90.283,223,"OQU87404"
"Zm00001d011700","Zm00001d011700_T002","setaria","8","159172370","159181013",0,2948,2511,88.132,2213,"KQL06660"
"Zm00001d011700","Zm00001d011700_T002","setaria","8","159172370","159181013",1.17e-62,244,237,85.654,203,"KQL06660"
"Zm00001d011700","Zm00001d011700_T002","brachypodium","8","159172370","159181013",0,1923,2553,80.689,2060,"KQK09428"
"Zm00001d011700","Zm00001d011700_T002","brachypodium","8","159172370","159181013",0,1923,2553,80.689,2060,"KQK09427"
"Zm00001d011700","Zm00001d011700_T002","brachypodium","8","159172370","159181013",0,1923,2553,80.689,2060,"PNT72693"
"Zm00001d011700","Zm00001d011700_T002","brachypodium","8","159172370","159181013",0,1921,2546,80.715,2055,"KQK09429"
"Zm00001d011700","Zm00001d011700_T002","rice","8","159172370","159181013",0,1820,2130,82.3,1753,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T002","rice","8","159172370","159181013",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3751,2514,93.715,2356,"KXG33225"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3751,2514,93.715,2356,"KXG33228"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3751,2514,93.715,2356,"KXG33227"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3751,2514,93.715,2356,"KXG33226"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3712,2514,93.477,2350,"OQU87406"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3712,2514,93.477,2350,"OQU87405"
"Zm00001d011700","Zm00001d011700_T006","sorghum","8","159172398","159180703",0,3712,2514,93.477,2350,"OQU87404"
"Zm00001d011700","Zm00001d011700_T006","setaria","8","159172398","159180703",0,2948,2511,88.132,2213,"KQL06660"
"Zm00001d011700","Zm00001d011700_T006","brachypodium","8","159172398","159180703",0,1923,2553,80.689,2060,"KQK09428"
"Zm00001d011700","Zm00001d011700_T006","brachypodium","8","159172398","159180703",0,1923,2553,80.689,2060,"KQK09427"
"Zm00001d011700","Zm00001d011700_T006","brachypodium","8","159172398","159180703",0,1923,2553,80.689,2060,"PNT72693"
"Zm00001d011700","Zm00001d011700_T006","brachypodium","8","159172398","159180703",0,1921,2546,80.715,2055,"KQK09429"
"Zm00001d011700","Zm00001d011700_T006","rice","8","159172398","159180703",0,1820,2130,82.3,1753,"Os01t0709500-03"
"Zm00001d011700","Zm00001d011700_T006","rice","8","159172398","159180703",0,1210,1392,82.543,1149,"Os01t0709500-04"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",0,2538,2070,89.324,1849,"KXG27661"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",8.68e-133,477,353,91.218,322,"KXG27661"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",0,2538,2070,89.324,1849,"KXG27662"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",5.81e-55,219,170,90,153,"KXG27662"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",0,2538,2070,89.324,1849,"KXG27660"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",8.68e-133,477,353,91.218,322,"KXG27660"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",0,2538,2070,89.324,1849,"OQU82794"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",8.68e-133,477,353,91.218,322,"OQU82794"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",0,2538,2070,89.324,1849,"OQU82793"
"Zm00001d025899","Zm00001d025899_T002","sorghum","10","133314417","133319808",8.68e-133,477,353,91.218,322,"OQU82793"
"Zm00001d025899","Zm00001d025899_T002","rice","10","133314417","133319808",0,1616,2246,80.454,1807,"Os02t0481900-02"
"Zm00001d025899","Zm00001d025899_T002","setaria","10","133314417","133319808",0,933,743,89.367,664,"KQK99807"
"Zm00001d025899","Zm00001d025899_T002","setaria","10","133314417","133319808",0,754,1048,80.248,841,"KQK99807"
"Zm00001d025899","Zm00001d025899_T002","setaria","10","133314417","133319808",0,922,734,89.373,656,"KQK99808"
"Zm00001d025899","Zm00001d025899_T002","setaria","10","133314417","133319808",0,719,1002,80.24,804,"KQK99808"
"Zm00001d025899","Zm00001d025899_T002","rice","10","133314417","133319808",7.52e-54,215,291,80.756,235,"Os02t0481900-01"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.75e-172,608,413,93.22,385,"KXG27661"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.11e-134,483,327,93.272,305,"KXG27661"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",5.16e-133,477,353,91.218,322,"KXG27661"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",4.13e-109,398,245,95.918,235,"KXG27661"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.75e-172,608,413,93.22,385,"KXG27662"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.11e-134,483,327,93.272,305,"KXG27662"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",4.13e-109,398,245,95.918,235,"KXG27662"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",3.45e-55,219,170,90,153,"KXG27662"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.75e-172,608,413,93.22,385,"KXG27660"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.11e-134,483,327,93.272,305,"KXG27660"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",5.16e-133,477,353,91.218,322,"KXG27660"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",4.13e-109,398,245,95.918,235,"KXG27660"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.75e-172,608,413,93.22,385,"OQU82794"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.11e-134,483,327,93.272,305,"OQU82794"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",5.16e-133,477,353,91.218,322,"OQU82794"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",4.13e-109,398,245,95.918,235,"OQU82794"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.75e-172,608,413,93.22,385,"OQU82793"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",1.11e-134,483,327,93.272,305,"OQU82793"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",5.16e-133,477,353,91.218,322,"OQU82793"
"Zm00001d025899","Zm00001d025899_T001","sorghum","10","133314417","133319808",4.13e-109,398,245,95.918,235,"OQU82793"
"Zm00001d025899","Zm00001d025899_T001","rice","10","133314417","133319808",4.91e-168,593,704,82.67,582,"Os02t0481900-02"
"Zm00001d025899","Zm00001d025899_T001","rice","10","133314417","133319808",1.55e-78,296,245,88.571,217,"Os02t0481900-02"
"Zm00001d025899","Zm00001d025899_T001","setaria","10","133314417","133319808",1.14e-114,416,321,90.031,289,"KQK99808"
"Zm00001d025899","Zm00001d025899_T001","setaria","10","133314417","133319808",9.2e-86,320,245,90.204,221,"KQK99808"
"Zm00001d025899","Zm00001d025899_T001","setaria","10","133314417","133319808",1.14e-114,416,321,90.031,289,"KQK99807"
"Zm00001d025899","Zm00001d025899_T001","setaria","10","133314417","133319808",9.2e-86,320,245,90.204,221,"KQK99807"
"Zm00001d025899","Zm00001d025899_T001","rice","10","133314417","133319808",4.47e-54,215,291,80.756,235,"Os02t0481900-01"
"Zm00001d028830","Zm00001d028830_T008","sorghum","1","47982387","47988533",0,2558,1669,94.548,1578,"EER94990"
"Zm00001d028830","Zm00001d028830_T008","setaria","1","47982387","47988533",0,2239,1655,91.239,1510,"KQK91236"
"Zm00001d028830","Zm00001d028830_T008","sorghum","1","47982387","47988533",0,1847,1236,93.932,1161,"OQU92734"
"Zm00001d028830","Zm00001d028830_T008","sorghum","1","47982387","47988533",1.67e-128,462,289,95.502,276,"OQU92734"
"Zm00001d028830","Zm00001d028830_T008","brachypodium","1","47982387","47988533",0,1576,1671,83.902,1402,"KQK22046"
"Zm00001d028830","Zm00001d028830_T001","sorghum","1","47982359","47986409",0,2150,1329,95.862,1274,"OQU92734"
"Zm00001d028830","Zm00001d028830_T001","sorghum","1","47982359","47986409",0,2150,1329,95.862,1274,"EER94990"
"Zm00001d028830","Zm00001d028830_T001","setaria","1","47982359","47986409",0,1829,1329,91.497,1216,"KQK91236"
"Zm00001d028830","Zm00001d028830_T001","rice","1","47982359","47986409",0,1410,1329,85.854,1141,"Os03t0301800-01"
"Zm00001d028830","Zm00001d028830_T002","sorghum","1","47982359","47988628",0,2150,1329,95.862,1274,"OQU92734"
"Zm00001d028830","Zm00001d028830_T002","sorghum","1","47982359","47988628",0,2150,1329,95.862,1274,"EER94990"
"Zm00001d028830","Zm00001d028830_T002","setaria","1","47982359","47988628",0,1829,1329,91.497,1216,"KQK91236"
"Zm00001d028830","Zm00001d028830_T002","rice","1","47982359","47988628",0,1410,1329,85.854,1141,"Os03t0301800-01"
"Zm00001d028830","Zm00001d028830_T013","sorghum","1","47983235","47988550",0,2569,1702,94.183,1603,"EER94990"
"Zm00001d028830","Zm00001d028830_T013","setaria","1","47983235","47988550",0,2239,1655,91.239,1510,"KQK91236"
"Zm00001d028830","Zm00001d028830_T013","sorghum","1","47983235","47988550",0,1858,1269,93.459,1186,"OQU92734"
"Zm00001d028830","Zm00001d028830_T013","sorghum","1","47983235","47988550",1.69e-128,462,289,95.502,276,"OQU92734"
"Zm00001d028830","Zm00001d028830_T013","brachypodium","1","47983235","47988550",0,1587,1702,83.784,1426,"KQK22046"
"Zm00001d028830","Zm00001d028830_T005","sorghum","1","47982385","47987917",0,1195,752,95.346,717,"OQU92734"
"Zm00001d028830","Zm00001d028830_T005","sorghum","1","47982385","47987917",7.61e-141,503,389,91.003,354,"OQU92734"
"Zm00001d028830","Zm00001d028830_T005","sorghum","1","47982385","47987917",0,1195,752,95.346,717,"EER94990"
"Zm00001d028830","Zm00001d028830_T005","sorghum","1","47982385","47987917",0,758,536,92.91,498,"EER94990"
